## blobtools v0.9.19
## assembly	: /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## coverage	: spades - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.fas
## taxonomy	: tax0 - /home/gerth/Documents/working_directory/mapped_reads_assembled/all_contigs.blast
## nodesDB	: None
## taxrule	: bestsum
##
# name	length	GC	N	spades	superkingdom.t.6	superkingdom.s.7	superkingdom.c.8	phylum.t.9	phylum.s.10	phylum.c.11	order.t.12	order.s.13	order.c.14	family.t.15	family.s.16	family.c.17	genus.t.18	genus.s.19	genus.c.20	species.t.21	species.s.22	species.c.23
DRR031582_11_length_210_cov_2.14689	210	0.6143	0	2.147	Bacteria	3440.0	0	Actinobacteria	3440.0	0	Bifidobacteriales	3440.0	0	Bifidobacteriaceae	3440.0	0	Bifidobacterium	3440.0	0	Bifidobacterium animalis	1525.0	5
DRR031582_12_length_208_cov_18.1771	208	0.4904	0	18.177	Bacteria	3045.0	0	Firmicutes	3045.0	0	Lactobacillales	3045.0	0	Lactobacillaceae	3045.0	0	Lactobacillus	2453.0	1	Lactobacillus kunkeei	1565.0	5
DRR031582_13_length_207_cov_12.6264	207	0.5411	0	12.626	Bacteria	3195.0	0	Proteobacteria	3195.0	0	Rhizobiales	3195.0	0	Brucellaceae	2862.0	1	Brucella	2862.0	1	Brucella abortus	1590.0	2
DRR031582_14_length_199_cov_6.12048	199	0.5779	0	6.12	Bacteria	3655.0	0	Proteobacteria	2919.0	1	Rhizobiales	2183.0	2	Bartonellaceae	1820.0	3	Bartonella	1820.0	3	unresolved	736.0	5
DRR031582_15_length_197_cov_13	197	0.5279	0	13.0	Bacteria	3618.0	0	Firmicutes	3618.0	0	Lactobacillales	3618.0	0	Lactobacillaceae	3618.0	0	Lactobacillus	3618.0	0	Lactobacillus kunkeei	2912.0	2
DRR031582_16_length_192_cov_11.1824	192	0.5208	0	11.182	Bacteria	3255.0	0	Firmicutes	2677.0	1	Lactobacillales	2677.0	1	Lactobacillaceae	2677.0	1	Lactobacillus	2677.0	1	uncultured Lactobacillus sp.	705.0	7
DRR031582_17_length_191_cov_3.75316	191	0.4921	0	3.753	Bacteria	3151.0	0	Bacteria-undef	1673.0	1	Bacteria-undef	1673.0	2	Bacteria-undef	1673.0	2	Bacteria-undef	1673.0	2	uncultured bacterium	1673.0	3
DRR031582_18_length_184_cov_11.1391	184	0.5652	0	11.139	Bacteria	3026.0	0	Proteobacteria	3026.0	0	Orbales	2460.0	1	Orbaceae	2460.0	1	Gilliamella	1252.0	2	Gilliamella apicola	1252.0	2
DRR031582_19_length_174_cov_10.773	174	0.5345	0	10.773	Bacteria	3192.0	0	Firmicutes	3192.0	0	Lactobacillales	2226.0	1	Lactobacillaceae	2226.0	1	Lactobacillus	2226.0	1	Lactobacillus johnsonii	1264.0	4
DRR031582_20_length_173_cov_9.45	173	0.4971	0	9.45	Bacteria	3070.0	0	Proteobacteria	3070.0	0	Rhizobiales	2440.0	1	Rhizobiaceae	1490.0	2	Sinorhizobium	1192.0	3	uncultured Rhizobiales bacterium	950.0	5
DRR031582_21_length_170_cov_1.81752	170	0.5176	0	1.818	Bacteria	2462.0	0	Firmicutes	2462.0	0	Lactobacillales	1844.0	1	Lactobacillaceae	1844.0	1	Lactobacillus	1844.0	1	uncultured Firmicutes bacterium	618.0	5
DRR031582_22_length_164_cov_24.0305	164	0.5122	0	24.03	Bacteria	3009.0	0	Firmicutes	3009.0	0	Lactobacillales	3009.0	0	Lactobacillaceae	3009.0	0	Lactobacillus	3009.0	0	Lactobacillus kunkeei	2419.0	2
DRR031582_23_length_151_cov_25.4915	151	0.5298	0	25.491	Bacteria	2613.0	0	Firmicutes	2346.0	1	Lactobacillales	2079.0	2	Lactobacillaceae	1827.0	3	Lactobacillus	1827.0	3	Lactobacillus kunkeei	1827.0	3
DRR031582_24_length_146_cov_11.823	146	0.5479	0	11.823	Bacteria	2444.0	0	Proteobacteria	2444.0	0	Orbales	976.0	3	Orbaceae	976.0	3	Gilliamella	728.0	6	Gilliamella apicola	728.0	7
DRR031582_25_length_145_cov_24.7589	145	0.5241	0	24.759	Bacteria	2355.0	1	Firmicutes	2092.0	2	Lactobacillales	2092.0	2	Lactobacillaceae	2092.0	2	Lactobacillus	2092.0	2	Lactobacillus kunkeei	1315.0	4
DRR031582_26_length_130_cov_28.2165	130	0.5077	0	28.216	Bacteria	2393.0	0	Firmicutes	2393.0	0	Lactobacillales	2393.0	0	Lactobacillaceae	2393.0	0	Lactobacillus	2393.0	0	Lactobacillus kunkeei	1922.0	2
DRR031582_27_length_125_cov_8.5	125	0.488	0	8.5	Bacteria	2070.0	0	Firmicutes	1557.0	1	Lactobacillales	1326.0	2	Lactobacillaceae	1326.0	2	Lactobacillus	1326.0	2	uncultured bacterium	513.0	7
DRR031582_28_length_122_cov_16.0112	122	0.5246	0	16.011	Bacteria	2249.0	0	Firmicutes	1571.0	1	Lactobacillales	1571.0	1	Lactobacillaceae	1571.0	1	Lactobacillus	1571.0	1	Lactobacillus kunkeei	1130.0	3
DRR031582_29_length_122_cov_9.86517	122	0.541	0	9.865	Bacteria	2260.0	0	Firmicutes	2260.0	0	Lactobacillales	2260.0	0	Lactobacillaceae	2260.0	0	Lactobacillus	2260.0	0	Lactobacillus johnsonii	1356.0	3
DRR031582_30_length_117_cov_32.7262	117	0.5214	0	32.726	Bacteria	2159.0	0	Firmicutes	2159.0	0	Lactobacillales	2159.0	0	Lactobacillaceae	1953.0	1	Lactobacillus	1953.0	1	Lactobacillus kunkeei	1953.0	1
DRR031582_31_length_117_cov_10.1429	117	0.547	0	10.143	Bacteria	2170.0	0	Firmicutes	2170.0	0	Lactobacillales	2170.0	0	Lactobacillaceae	2170.0	0	Lactobacillus	2170.0	0	Lactobacillus johnsonii	1302.0	3
DRR031582_32_length_98_cov_26.6769	98	0.5306	0	26.677	Bacteria	1809.0	0	Firmicutes	1809.0	0	Lactobacillales	1809.0	0	Lactobacillaceae	1809.0	0	Lactobacillus	1809.0	0	Lactobacillus kunkeei	1456.0	2
DRR031582_33_length_98_cov_14.1538	98	0.5204	0	14.154	Bacteria	1820.0	0	Proteobacteria	1820.0	0	Rhizobiales	1820.0	0	Bartonellaceae	1274.0	2	Bartonella	1274.0	3	Bartonella sp.	910.0	4
DRR031582_34_length_67_cov_13.2647	67	0.5522	0	13.265	Bacteria	1240.0	0	Bacteria-undef	620.0	2	Bacteria-undef	620.0	3	Bacteria-undef	620.0	3	Bacteria-undef	620.0	3	uncultured Acidobacteria bacterium	248.0	8
DRR031582_35_length_67_cov_10.9706	67	0.5224	0	10.971	Bacteria	1237.0	0	Proteobacteria	620.0	1	Bacteria-undef	617.0	2	Bacteria-undef	617.0	4	Bacteria-undef	617.0	4	unresolved	124.0	9
DRR031582_36_length_67_cov_7.26471	67	0.5672	0	7.265	Bacteria	1240.0	0	Firmicutes	1240.0	0	Lactobacillales	1240.0	0	Lactobacillaceae	1116.0	1	Lactobacillus	1116.0	1	Lactobacillus plantarum	496.0	5
DRR031582_37_length_67_cov_2.44118	67	0.5224	0	2.441	Bacteria	1240.0	0	Firmicutes	1240.0	0	Bacillales	992.0	1	Staphylococcaceae	992.0	1	Staphylococcus	868.0	2	Staphylococcus epidermidis	620.0	3
DRR031582_38_length_66_cov_13.4545	66	0.5758	0	13.454	Bacteria	1217.0	0	Bacteria-undef	607.0	2	Bacteria-undef	607.0	4	Bacteria-undef	607.0	4	Bacteria-undef	607.0	4	unresolved	122.0	9
DRR031582_39_length_56_cov_51.8261	56	0.5714	0	51.826	Bacteria	936.0	1	Proteobacteria	728.0	3	Proteobacteria-undef	208.0	8	Proteobacteria-undef	208.0	8	Proteobacteria-undef	208.0	8	unresolved	104.0	9
DRR031582_40_length_56_cov_2.52174	56	0.5	0	2.522	Bacteria	1040.0	0	Firmicutes	728.0	1	Bacillales	520.0	2	Staphylococcaceae	416.0	3	Staphylococcus	416.0	3	Staphylococcus epidermidis	416.0	4
DRR031582_41_length_52_cov_25.6842	52	0.5385	0	25.684	Bacteria	971.0	0	Proteobacteria	582.6	2	Pasteurellales	388.4	4	Pasteurellaceae	388.4	4	Haemophilus	388.4	4	unresolved	291.3	5
DRR031582_42_length_51_cov_23.7778	51	0.5686	0	23.778	Bacteria	953.0	0	Firmicutes	857.7	1	Bacillales	667.1	2	Staphylococcaceae	476.5	4	Staphylococcus	476.5	4	unresolved	190.6	6
DRR031582_43_length_49_cov_15.5	49	0.6327	0	15.5	Bacteria	908.6	0	Firmicutes	450.6	2	Clostridiales	359.0	3	Corynebacteriaceae	274.8	6	Corynebacterium	274.8	6	unresolved	91.6	9
DRR031582_44_length_47_cov_37.4286	47	0.617	0	37.429	Bacteria	791.1	1	Proteobacteria	703.2	2	unresolved	175.8	7	unresolved	175.8	7	unresolved	175.8	7	unresolved	87.9	9
DRR031582_45_length_45_cov_3.25	45	0.6222	0	3.25	Bacteria	842.0	0	Firmicutes	842.0	0	Bacillales	842.0	0	Bacillaceae	421.0	3	unresolved	168.4	6	unresolved	168.4	7
DRR031582_46_length_44_cov_4	44	0.5227	0	4.0	Bacteria	741.6	0	Firmicutes	576.8	1	Bacillales	494.4	2	Bacillaceae	247.2	4	Bacteria-undef	164.8	7	unresolved	82.4	8
DRR031582_47_length_41_cov_2.625	41	0.4878	0	2.625	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
DRR031582_48_length_41_cov_1.625	41	0.5122	0	1.625	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
DRR031582_49_length_36_cov_29.6667	36	0.5278	0	29.667	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
DRR031582_50_length_36_cov_1.33333	36	0.5278	0	1.333	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None	no-hit	0.0	None
DRR031583_1_length_598_cov_2.43186	598	0.5033	0	2.432	Bacteria	7237.0	0	Proteobacteria	7237.0	0	Proteobacteria-undef	3060.0	3	Proteobacteria-undef	3060.0	3	Proteobacteria-undef	3060.0	4	uncultured gamma proteobacterium	3060.0	4
DRR031583_2_length_554_cov_102.501	554	0.4982	0	102.501	Eukaryota	9627.0	0	Ascomycota	7679.0	1	Ascomycota-undef	3856.0	4	Ascomycota-undef	3856.0	5	Ascomycota-undef	3856.0	5	uncultured Ascomycota	2882.0	7
DRR031583_3_length_480_cov_2.65772	480	0.5646	0	2.658	Bacteria	7987.0	0	Proteobacteria	7582.0	1	Orbales	3510.0	5	Orbaceae	3510.0	6	Gilliamella	2822.0	7	Gilliamella apicola	2822.0	10
DRR031583_4_length_411_cov_166.177	411	0.5328	0	166.177	Eukaryota	7075.0	0	Ascomycota	3685.0	1	Eukaryota-undef	3390.0	2	Eukaryota-undef	3390.0	2	Eukaryota-undef	3390.0	3	uncultured fungus	3390.0	4
DRR031583_5_length_214_cov_104.188	214	0.3972	0	104.188	Eukaryota	3322.0	0	Eukaryota-undef	1665.0	1	Eukaryota-undef	1330.0	4	Eukaryota-undef	1330.0	4	Eukaryota-undef	1330.0	4	uncultured eukaryote	995.0	7
DRR031583_6_length_193_cov_2.4875	193	0.544	0	2.487	Bacteria	3357.0	0	Proteobacteria	3020.0	1	Rhodospirillales	2324.0	2	Acetobacteraceae	2324.0	2	Acetobacter	1280.0	4	Acetobacter ghanensis	960.0	6
DRR031583_7_length_186_cov_207.745	186	0.4409	0	207.745	Eukaryota	3296.0	0	Ascomycota	1949.0	1	Eukaryota-undef	1347.0	4	Eukaryota-undef	1347.0	5	Eukaryota-undef	1347.0	5	uncultured fungus	1347.0	5
DRR031583_8_length_186_cov_3.3268	186	0.457	0	3.327	Bacteria	2345.0	0	Firmicutes	2345.0	0	Lactobacillales	2345.0	0	Lactobacillaceae	2345.0	0	Lactobacillus	2345.0	0	Lactobacillus kunkeei	1940.0	2
DRR031583_9_length_128_cov_71.5158	128	0.3828	0	71.516	Eukaryota	1866.0	0	Ascomycota	1128.0	1	Capnodiales	750.0	4	Cladosporiaceae	559.0	5	Cladosporium	559.0	5	uncultured eukaryote	366.0	8
DRR031583_10_length_127_cov_26.4787	127	0.5591	0	26.479	Eukaryota	2115.0	1	Ascomycota	2115.0	1	Ascomycota-undef	1410.0	3	Ascomycota-undef	1175.0	5	Ascomycota-undef	1175.0	5	uncultured Ascomycota	1175.0	5
DRR031583_11_length_92_cov_18.9661	92	0.6304	0	18.966	Eukaryota	1539.0	1	Ascomycota	1368.0	2	Ascomycota-undef	855.0	4	Ascomycota-undef	684.0	6	Ascomycota-undef	684.0	6	uncultured Ascomycota	684.0	6
DRR031583_12_length_87_cov_207.907	87	0.4023	0	207.907	Eukaryota	1555.0	0	Arthropoda	1555.0	0	Hymenoptera	805.0	2	Apidae	805.0	3	Apis	805.0	3	Apis mellifera	644.0	4
DRR031583_13_length_87_cov_206.907	87	0.4253	0	206.907	Eukaryota	1417.0	0	Ascomycota	1122.0	1	Pleosporales	705.0	2	Ascomycota-undef	417.0	3	Ascomycota-undef	417.0	3	uncultured Ascomycota	417.0	3
DRR031583_14_length_74_cov_172.805	74	0.473	0	172.805	Eukaryota	1352.0	0	Ascomycota	1352.0	0	Hypocreales	819.0	2	unresolved	274.0	5	unresolved	274.0	5	uncultured Hypocreales	271.0	7
DRR031583_15_length_71_cov_210	71	0.4085	0	210.0	Eukaryota	1298.0	0	Eukaryota-undef	518.0	3	Eukaryota-undef	518.0	4	Eukaryota-undef	518.0	4	Eukaryota-undef	518.0	4	uncultured fungus	518.0	4
DRR031583_16_length_64_cov_283.645	64	0.3906	0	283.645	Eukaryota	1190.0	0	Arthropoda	1190.0	0	Hymenoptera	1190.0	0	unresolved	238.0	7	Orussus	238.0	8	unresolved	119.0	9
DRR031584_1_length_652_cov_61.0969	652	0.477	0	61.097	Eukaryota	11278.0	0	Ascomycota	10138.0	1	Capnodiales	4541.0	3	Cladosporiaceae	4541.0	3	Cladosporium	4541.0	3	uncultured Ascomycota	4481.0	5
DRR031584_2_length_381_cov_87.7816	381	0.4514	0	87.782	Eukaryota	6766.0	0	Eukaryota-undef	4087.0	1	Eukaryota-undef	4087.0	4	Eukaryota-undef	4087.0	4	Eukaryota-undef	4087.0	4	uncultured fungus	3422.0	5
DRR031584_3_length_296_cov_2.70722	296	0.5169	0	2.707	Bacteria	3692.0	1	Bacteria-undef	2350.0	2	Bacteria-undef	2350.0	3	Bacteria-undef	2350.0	3	Bacteria-undef	2350.0	3	uncultured bacterium	2350.0	3
DRR031584_4_length_237_cov_1.22059	237	0.481	0	1.221	Bacteria	3919.0	0	Firmicutes	3553.0	1	Firmicutes-undef	1995.0	2	Firmicutes-undef	1995.0	2	Firmicutes-undef	1995.0	2	uncultured Bacilli bacterium	1995.0	2
DRR031584_5_length_189_cov_84.3205	189	0.4603	0	84.32	Eukaryota	2998.0	0	Ascomycota	2998.0	0	Ascomycota-undef	1185.0	4	Ascomycota-undef	1185.0	4	Ascomycota-undef	1185.0	4	Aureobasidium pullulans	909.0	5
DRR031585_1_length_547_cov_61.8249	547	0.4698	0	61.825	Eukaryota	10025.0	0	Ascomycota	5055.0	1	Eurotiales	5055.0	1	Aspergillaceae	5055.0	1	Penicillium	5055.0	1	Penicillium glabrum	2022.0	8
DRR031585_2_length_436_cov_41.2109	436	0.4679	0	41.211	Eukaryota	7916.0	0	Ascomycota	7132.0	1	Eurotiales	7132.0	1	Aspergillaceae	6335.0	2	Penicillium	5553.0	3	unresolved	797.0	9
DRR031585_3_length_301_cov_58.1493	301	0.4784	0	58.149	Eukaryota	5532.0	0	Ascomycota	4981.0	1	Eurotiales	4437.0	2	Aspergillaceae	3892.0	3	Penicillium	2224.0	4	unresolved	1112.0	7
DRR031585_4_length_270_cov_71.3376	270	0.5296	0	71.338	Eukaryota	4549.0	0	Ascomycota	4549.0	0	Eurotiales	3187.0	1	Aspergillaceae	2732.0	3	Aspergillus	1820.0	4	Aspergillus niger	1820.0	6
DRR031585_5_length_129_cov_133.865	129	0.4419	0	133.865	Eukaryota	2223.0	0	Arthropoda	1777.0	2	Hymenoptera	1777.0	2	Braconidae	1120.0	5	Eukaryota-undef	226.0	9	uncultured eukaryote	226.0	9
DRR031585_6_length_82_cov_144.041	82	0.5366	0	144.041	Eukaryota	1490.0	0	Arthropoda	1349.0	1	Hymenoptera	760.0	4	Formicidae	456.0	6	Polistes	304.0	8	unresolved	152.0	9
DRR031585_7_length_72_cov_172.718	72	0.5	0	172.718	Eukaryota	1340.0	0	Arthropoda	1072.0	2	unresolved	268.0	5	unresolved	268.0	7	Bombyx	268.0	8	Bombyx mori	268.0	8
SRR1046114_1_length_1189_cov_256.139	1189	0.4954	0	256.139	Bacteria	20860.0	0	Firmicutes	20860.0	0	Lactobacillales	20860.0	0	Lactobacillaceae	20860.0	0	Lactobacillus	19262.0	1	Lactobacillus kunkeei	17175.0	2
SRR1046114_2_length_748_cov_71.5325	748	0.5027	0	71.532	Bacteria	11741.0	0	Firmicutes	11129.0	1	Lactobacillales	11129.0	1	Lactobacillaceae	11129.0	1	Lactobacillus	11129.0	1	Lactobacillus kunkeei	5611.0	3
SRR1046114_3_length_330_cov_2.87273	330	0.5061	0	2.873	Bacteria	5190.0	0	Firmicutes	5190.0	0	Lactobacillales	5190.0	0	Lactobacillaceae	5190.0	0	Lactobacillus	5190.0	0	uncultured Lactobacillus sp.	3020.0	2
SRR1046114_4_length_290_cov_326.634	290	0.5207	0	326.634	Bacteria	5300.0	0	Firmicutes	5300.0	0	Lactobacillales	5300.0	0	Lactobacillaceae	5300.0	0	Lactobacillus	5300.0	0	Lactobacillus kunkeei	4819.0	1
SRR1046114_5_length_180_cov_40.088	180	0.4944	0	40.088	Bacteria	3065.0	0	Firmicutes	3065.0	0	Lactobacillales	3065.0	0	Leuconostocaceae	3065.0	0	Fructobacillus	1665.0	1	Fructobacillus fructosus	1665.0	2
SRR1046114_6_length_111_cov_7.08929	111	0.5045	0	7.089	Bacteria	2031.0	0	Firmicutes	2031.0	0	Lactobacillales	1825.0	1	Lactobacillaceae	1630.0	2	Lactobacillus	1630.0	2	Lactobacillus kunkeei	1218.0	4
SRR1046114_7_length_111_cov_4.32143	111	0.5135	0	4.321	Bacteria	1820.0	1	Firmicutes	1425.0	2	Lactobacillales	1013.0	3	Lactobacillaceae	818.0	4	Lactobacillus	818.0	4	Lactobacillus ozensis	618.0	5
SRR1046114_8_length_107_cov_331.192	107	0.514	0	331.192	Bacteria	1975.0	0	Firmicutes	1782.0	1	Lactobacillales	1782.0	1	Lactobacillaceae	1782.0	1	Lactobacillus	1782.0	1	Lactobacillus kunkeei	1584.0	2
SRR1046114_9_length_76_cov_396.905	76	0.5	0	396.905	Bacteria	1410.0	0	Firmicutes	1128.0	1	Lactobacillales	1128.0	1	Lactobacillaceae	705.0	3	Lactobacillus	564.0	4	unresolved	282.0	7
SRR1171777_1_length_1638_cov_62.6519	1638	0.5104	0	62.652	Bacteria	26830.0	0	Proteobacteria	26830.0	0	Orbales	22580.0	1	Orbaceae	22580.0	1	Gilliamella	19996.0	2	Gilliamella apicola	19996.0	2
SRR1171777_2_length_1480_cov_95.3011	1480	0.523	0	95.301	Bacteria	24396.0	0	Proteobacteria	24396.0	0	Neisseriales	24396.0	0	Neisseriaceae	24396.0	0	Snodgrassella	13457.0	1	Snodgrassella alvi	13457.0	1
SRR1171777_3_length_1433_cov_25.5058	1433	0.598	0	25.506	Bacteria	23998.0	0	Actinobacteria	23998.0	0	Bifidobacteriales	23998.0	0	Bifidobacteriaceae	23998.0	0	Bifidobacterium	23998.0	0	Bifidobacterium bifidum	11293.0	4
SRR1171777_4_length_1022_cov_29.394	1022	0.5098	0	29.394	Bacteria	16141.0	0	Firmicutes	14441.0	1	Lactobacillales	14441.0	1	Lactobacillaceae	14441.0	1	Lactobacillus	14441.0	1	Lactobacillus sp. wkB8	6844.0	4
SRR1171777_5_length_967_cov_81.08	967	0.514	0	81.08	Bacteria	15771.0	0	Proteobacteria	15771.0	0	Rhizobiales	15771.0	0	Bartonellaceae	9262.0	1	Bartonella	9262.0	1	uncultured Rhizobiales bacterium	6509.0	4
SRR1171777_6_length_570_cov_91.8019	570	0.5439	0	91.802	Bacteria	9114.0	0	Proteobacteria	9114.0	0	Rhizobiales	9114.0	0	Brucellaceae	8151.0	1	Ochrobactrum	5439.0	2	Ochrobactrum anthropi	5439.0	2
SRR1171777_7_length_379_cov_56.142	379	0.533	0	56.142	Bacteria	6510.0	0	Firmicutes	5298.0	1	Lactobacillales	5298.0	1	Lactobacillaceae	5298.0	1	Lactobacillus	5298.0	1	uncultured bacterium	1212.0	8
SRR1171777_8_length_199_cov_140.826	199	0.5528	0	140.826	Bacteria	3564.0	0	Proteobacteria	3564.0	0	Rhizobiales	2828.0	1	Bartonellaceae	1724.0	2	Bartonella	1724.0	2	Bartonella quintana	1724.0	2
SRR1171893_1_length_1631_cov_11.6561	1631	0.515	0	11.656	Bacteria	26886.0	0	Proteobacteria	26886.0	0	Orbales	22647.0	1	Orbaceae	22647.0	1	Gilliamella	20039.0	2	Gilliamella apicola	20039.0	2
SRR1171893_2_length_1168_cov_11.4465	1168	0.5265	0	11.447	Bacteria	23269.0	0	Firmicutes	23269.0	0	Lactobacillales	23269.0	0	Lactobacillaceae	23269.0	0	Lactobacillus	23269.0	0	uncultured Lactobacillus sp.	10211.0	4
SRR1171893_3_length_1141_cov_12.4899	1141	0.5223	0	12.49	Bacteria	18545.0	0	Proteobacteria	18545.0	0	Neisseriales	18545.0	0	Neisseriaceae	18545.0	0	Snodgrassella	10329.0	2	Snodgrassella alvi	10329.0	2
SRR1171893_4_length_998_cov_4.69141	998	0.5952	0	4.691	Bacteria	17505.0	0	Actinobacteria	17505.0	0	Bifidobacteriales	17505.0	0	Bifidobacteriaceae	17505.0	0	Bifidobacterium	17505.0	0	Bifidobacterium bifidum	8285.0	4
SRR1171893_5_length_433_cov_3.70106	433	0.5935	0	3.701	Bacteria	6749.0	0	Actinobacteria	6749.0	0	Bifidobacteriales	6749.0	0	Bifidobacteriaceae	6749.0	0	Bifidobacterium	6749.0	0	Bifidobacterium coryneforme	2103.0	4
SRR1171893_6_length_324_cov_9.5539	324	0.5401	0	9.554	Bacteria	5292.0	0	Firmicutes	4808.0	1	Lactobacillales	4808.0	1	Lactobacillaceae	4808.0	1	Lactobacillus	4808.0	1	Lactobacillus amylovorus	958.0	8
SRR1171893_7_length_316_cov_11.8391	316	0.5411	0	11.839	Bacteria	5598.0	0	Proteobacteria	5598.0	0	Neisseriales	5598.0	0	Neisseriaceae	5598.0	0	Neisseria	2678.0	3	Neisseria weaveri	1620.0	4
SRR1171893_8_length_128_cov_22.3562	128	0.5313	0	22.356	Bacteria	2370.0	0	Firmicutes	1422.0	2	Lactobacillales	1422.0	2	Lactobacillaceae	1422.0	3	Lactobacillus	1422.0	4	Lactobacillus johnsonii	1185.0	5
SRR1171896_1_length_1480_cov_20.3705	1480	0.525	0	20.37	Bacteria	24288.0	0	Proteobacteria	24288.0	0	Neisseriales	24288.0	0	Neisseriaceae	24288.0	0	Snodgrassella	13386.0	2	Snodgrassella alvi	13386.0	2
SRR1171896_2_length_1431_cov_6.28488	1431	0.5681	0	6.285	Bacteria	27488.0	1	Actinobacteria	19729.0	3	Bifidobacteriales	19729.0	3	Bifidobacteriaceae	19729.0	5	Bifidobacterium	19729.0	5	Bifidobacterium asteroides	6223.0	9
SRR1171896_3_length_1370_cov_12.1985	1370	0.519	0	12.198	Bacteria	22908.0	0	Proteobacteria	22908.0	0	Orbales	19145.0	1	Orbaceae	19145.0	1	Gilliamella	16939.0	2	Gilliamella apicola	16939.0	2
SRR1171896_4_length_1024_cov_25.7379	1024	0.5215	0	25.738	Bacteria	19992.0	0	Firmicutes	19992.0	0	Lactobacillales	19992.0	0	Lactobacillaceae	19992.0	0	Lactobacillus	19992.0	0	uncultured Lactobacillus sp.	8791.0	5
SRR1171896_5_length_621_cov_7.06714	621	0.5362	0	7.067	Bacteria	11260.0	0	Proteobacteria	11260.0	0	Rhizobiales	10113.0	1	Rhizobiaceae	4436.0	4	Ensifer	4436.0	4	Ensifer adhaerens	4436.0	4
SRR1171896_6_length_398_cov_29.2332	398	0.5327	0	29.233	Bacteria	6778.0	0	Firmicutes	6070.0	1	Lactobacillales	6070.0	1	Lactobacillaceae	6070.0	1	Lactobacillus	6070.0	1	Lactobacillus fermentum	1935.0	5
SRR1171896_7_length_208_cov_32.1046	208	0.5433	0	32.105	Bacteria	3644.0	0	Firmicutes	2908.0	2	Bacillales	1368.0	4	Bacillaceae	1368.0	4	Bacillus	1368.0	4	uncultured Firmicutes bacterium	770.0	7
SRR1171898_1_length_1637_cov_8.33944	1637	0.5125	0	8.339	Bacteria	26790.0	0	Proteobacteria	26790.0	0	Orbales	22562.0	1	Orbaceae	22562.0	1	Gilliamella	19976.0	2	Gilliamella apicola	19976.0	2
SRR1171898_2_length_1474_cov_16.8393	1474	0.5237	0	16.839	Bacteria	24500.0	0	Proteobacteria	24500.0	0	Neisseriales	24500.0	0	Neisseriaceae	24500.0	0	Snodgrassella	13493.0	2	Snodgrassella alvi	13493.0	2
SRR1171898_3_length_1033_cov_5.94274	1033	0.4956	0	5.943	Bacteria	17013.0	0	Firmicutes	17013.0	0	Lactobacillales	17013.0	0	Lactobacillaceae	17013.0	0	Lactobacillus	17013.0	0	Lactobacillus kunkeei	13922.0	2
SRR1171898_4_length_968_cov_35.1555	968	0.5145	0	35.156	Bacteria	15771.0	0	Proteobacteria	15771.0	0	Rhizobiales	15771.0	0	Bartonellaceae	9262.0	1	Bartonella	9262.0	1	uncultured Rhizobiales bacterium	6509.0	4
SRR1171898_5_length_726_cov_74.4516	726	0.3967	0	74.452	Eukaryota	6360.0	0	Microsporidia	6360.0	0	Microsporidia-undef	6360.0	0	Nosematidae	6360.0	0	Nosema	6360.0	0	Nosema apis	6125.0	1
SRR1171898_6_length_712_cov_8.97717	712	0.4888	0	8.977	Eukaryota	10814.0	0	Eukaryota-undef	10814.0	0	Kinetoplastida	10814.0	0	Trypanosomatidae	10814.0	0	Crithidia	4880.0	3	Crithidia bombi	3664.0	6
SRR1171898_7_length_571_cov_37.9981	571	0.5447	0	37.998	Bacteria	9114.0	0	Proteobacteria	9114.0	0	Rhizobiales	9114.0	0	Brucellaceae	8151.0	1	Ochrobactrum	5439.0	2	Ochrobactrum anthropi	5439.0	2
SRR1171898_8_length_371_cov_77.7943	371	0.3666	0	77.794	Eukaryota	3873.0	0	Microsporidia	3873.0	0	Microsporidia-undef	3873.0	0	Nosematidae	3385.0	1	Nosema	3385.0	1	Nosema apis	2492.0	3
SRR1171898_9_length_329_cov_4.59854	329	0.4772	0	4.599	Eukaryota	5400.0	0	Ascomycota	4344.0	1	Saccharomycetales	4344.0	1	Metschnikowiaceae	4344.0	1	Metschnikowia	2374.0	2	[Candida] intermedia	1970.0	4
SRR1171898_10_length_221_cov_2.16867	221	0.543	0	2.169	Bacteria	3845.0	0	Proteobacteria	3481.0	1	Rhodospirillales	3072.0	2	Acetobacteraceae	3072.0	2	Acetobacteraceae-undef	1636.0	4	unresolved	718.0	7
SRR1171898_11_length_218_cov_1.95092	218	0.6055	0	1.951	Bacteria	3994.0	0	Actinobacteria	3591.0	1	Bifidobacteriales	3591.0	1	Bifidobacteriaceae	3591.0	1	Bifidobacterium	3591.0	1	Bifidobacterium thermophilum	1592.0	6
